,Country_Name,Country_Code,Indicator_Name,Indicator_Code,Year,InternetUsers,Percentage
0,Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
1,Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
2,Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
3,Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
4,Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
5,Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
6,Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
7,Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
8,United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
9,Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
10,Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
11,American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
12,Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
13,Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.585094712
14,Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.130369377
15,Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
16,Burundi,BDI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
17,Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.00100674
18,Benin,BEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
19,Burkina Faso,BFA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
20,Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
21,Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
22,Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
23,"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
24,Bosnia and Herzegovina,BIH,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
25,Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
26,Belize,BLZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
27,Bermuda,BMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
28,Bolivia,BOL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
29,Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
30,Barbados,BRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
31,Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
32,Bhutan,BTN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
33,Botswana,BWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
34,Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
35,Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.360999701
36,Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
37,Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.595714223
38,Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
39,Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
40,China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
41,Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
42,Cameroon,CMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
43,"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
44,"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
45,Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
46,Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
47,Cabo Verde,CPV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
48,Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
49,Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
50,Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
51,Curacao,CUW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
52,Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
53,Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
54,Czechia,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
55,Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.125892223
56,Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
57,Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
58,Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.097277268
59,Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
60,Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
61,East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
62,Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.000242858
63,East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.007210875
64,Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
65,Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.048057837
66,Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
67,"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
68,Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.072533659
69,Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
70,Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.012873564
71,Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
72,Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
73,European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.066722373
74,Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
75,Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.40108767
76,Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
77,France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.052777862
78,Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
79,"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
80,Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
81,United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.087355319
82,Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
83,Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
84,Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
85,Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
86,"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
87,Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
88,Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
89,Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
90,Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
91,Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
92,Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
93,Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
94,Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
95,High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.254363037
96,"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
97,Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
98,Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
99,Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
100,Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
101,Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
102,IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
103,IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
104,IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
105,IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
106,Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
107,IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
108,Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
109,India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
110,Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
111,Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
112,"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
113,Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
114,Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
115,Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.110773866
116,Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.017544562
117,Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
118,Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
119,Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.020293683
120,Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
121,Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
122,Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
123,Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
124,Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
125,St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
126,"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.023265092
127,Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
128,Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
129,Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
130,Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
131,Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
132,Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
133,St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
134,Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
135,Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
136,Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
137,Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
138,Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
139,Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
140,Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
141,Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
142,Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
143,Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
144,Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
145,Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
146,"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
147,St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
148,Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
149,Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
150,Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
151,Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
152,Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
153,Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.001938978
154,Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
155,Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
156,Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
157,North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
158,Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
159,Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
160,Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
161,Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
162,Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
163,Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
164,Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
165,Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
166,Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
167,Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
168,Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
169,Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
170,North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.742835611
171,Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
172,New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
173,Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
174,Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
175,Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
176,Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.334386942
177,Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.707299448
178,Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
179,Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
180,New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
181,OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.235985181
182,Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
183,Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
184,Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
185,Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
186,Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
187,Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
188,Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
189,Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
190,Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
191,Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
192,Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
193,"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
194,Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
195,Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
196,West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
197,Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
198,Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.270412072
199,French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
200,Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
201,Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
202,Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
203,Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
204,South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
205,Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
206,Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
207,Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
208,Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
209,Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
210,Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
211,El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
212,San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
213,Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
214,Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
215,Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
216,South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
217,Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
218,Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
219,Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
220,Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
221,Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
222,Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
223,Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.584192066
224,Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
225,Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
226,Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
227,Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
228,Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
229,Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
230,East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
231,Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
232,Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
233,Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
234,Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
235,Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
236,Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
237,Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
238,Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
239,Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
240,South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
241,Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
242,Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
243,Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
244,Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
245,Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
246,Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
247,Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
248,Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
249,Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
250,Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
251,United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.784728502
252,Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
253,St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
254,"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
255,British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
256,Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
257,Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
258,Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
259,World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.04923535
260,Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,0.0
261,Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,Internet Users,
